zone_code,stand_code,stand_name,rows,ic_votes,ad_votes,candidate_votes,ic_pct_candidate_votes,ad_pct_candidate_votes
01,01,USAQUÉN,62,3495,7131,10626,32.891,67.109
01,02,SERVITA,49,5144,6020,11164,46.0767,53.9233
01,03,CALAZANS,20,1609,3035,4644,34.6469,65.3531
01,04,COLEGIO AQUILEO PARRA SEDE BACHILLERATO,33,3703,4372,8075,45.8576,54.1424
01,05,LIJACA,24,2566,2827,5393,47.5802,52.4198
01,06,SAN ANTONIO UNIÓN COLOMBIA,24,2816,3283,6099,46.1715,53.8285
01,07,COLEGIO AGUSTIN FERNANDEZ SEDE A,27,2938,3389,6327,46.4359,53.5641
01,08,CENTRO COMERCIAL CEDRITOS 151,47,2529,8863,11392,22.1998,77.8002
01,09,UNIVERSIDAD EL BOSQUE,32,1461,5854,7315,19.9727,80.0273
01,10,SANTO TOMAS DE AQUINO,25,989,5119,6108,16.1919,83.8081
01,11,INSTITUTO PEDAGOGICO NACIONAL,29,1434,4998,6432,22.2948,77.7052
01,12,CENTRO COMERCIAL UNICENTRO,65,1917,13649,15566,12.3153,87.6847
01,13,PLAZA MEXICO,23,748,5153,5901,12.6758,87.3242
01,14,SANTA PAULA,20,625,4551,5176,12.075,87.925
01,15,CENTRO COMERCIAL HACIENDA SANTA BARBARA,27,1009,5637,6646,15.1821,84.8179
01,16,COLEGIO MONTERROSALES,6,703,574,1277,55.0509,44.9491
01,17,COLEGIO DISTRITAL TOBERIN SEDE A,25,2199,4194,6393,34.397,65.603
01,18,PARQUE CEDRITOS,22,1229,4342,5571,22.0607,77.9393
01,19,CEDRO GOLF,24,1567,4211,5778,27.1201,72.8799
01,20,BUENAVISTA,17,2471,1622,4093,60.3714,39.6286
01,21,CANAIMA,12,1040,1367,2407,43.2073,56.7927
01,22,ALESSANDRO VOLTA,24,1415,5084,6499,21.7726,78.2274
01,23,COLEGIO DISTRITAL USAQUEN SEDE A,31,1661,7194,8855,18.7578,81.2422
01,24,COLEGIO DISTRITAL CRISTOBAL COLON,12,1445,1510,2955,48.9002,51.0998
01,25,COLEGIO DISTRITAL DIVINO MAESTRO SEDE A,14,1776,1676,3452,51.4484,48.5516
01,26,COLEGIO DISTRITAL DIVINO MAESTRO SEDE B,15,2083,1623,3706,56.2062,43.7938
01,27,COLEGIO COLSUBSIDIO NORTE USAQUEN,24,1714,4697,6411,26.7353,73.2647
01,28,COLEGIO GENERAL SANTANDER USAQUEN,19,2360,2755,5115,46.1388,53.8612
01,29,"COLEGIO TOBERIN ""B""",12,1374,1636,3010,45.6478,54.3522
01,30,COLEGIO FRIEDRICH NAUMANN SEDE A,5,555,586,1141,48.6415,51.3585
01,31,COLEGIO FRIEDRICH NAUMANN SEDE B,5,732,197,929,78.7944,21.2056
01,32,VERBENAL SANTA MARIA,18,2433,2356,4789,50.8039,49.1961
01,33,COLEGIO DISTRITAL SALUDCOOP NORTE,16,2232,2138,4370,51.0755,48.9245
01,34,COLEGIO NUEVO HORIZONTE SEDE D TORCA,2,119,183,302,39.404,60.596
01,35,CARULLA 140,15,767,3171,3938,19.4769,80.5231
01,36,COLEGIO SAN FRANCISCO CL 186,13,1929,1474,3403,56.6853,43.3147
01,37,COLEGIO BUEN CONSEJO,17,723,4110,4833,14.9597,85.0403
01,38,UNIVERSIDAD MILITAR,15,746,3261,4007,18.6174,81.3826
01,39,COLEGIO LA ESTRELLITA,8,1423,749,2172,65.5157,34.4843
01,40,COLEGIO ESCLAVAS DEL SAGRADO CORAZON,12,1228,2275,3503,35.0557,64.9443
01,41,COLEGIO CARDENAL SANCHA,9,406,2156,2562,15.847,84.153
01,42,COLEGIO CAMPESTRE SAN JOSE,20,1164,4815,5979,19.4681,80.5319
01,43,COLEGIO PROVINMA,15,1075,3185,4260,25.2347,74.7653
01,44,COLEGIO EUCARISTICO VILLA GUADALUPE,10,1040,1775,2815,36.9449,63.0551
01,45,ANGLO AMERICANO,9,754,1533,2287,32.969,67.031
01,46,COLEGIO PUREZA DE MARIA,17,1145,3482,4627,24.7461,75.2539
01,47,CENTRO COMERCIAL BELAIRE PLAZA,11,1116,1850,2966,37.6264,62.3736
01,48,CENTRO COMERCIAL PALATINO,20,1213,4059,5272,23.0083,76.9917
01,49,FUNDACION ANA RESTREPO DEL CORRAL,2,254,227,481,52.8067,47.1933
01,50,SALON COMUNAL TIBABITA,3,439,320,759,57.8393,42.1607
01,51,I E AQUILEO PARRA SEDE PRIMARIA,5,548,651,1199,45.7048,54.2952
01,52,COLEGIO MAYOR JOSE CELESTINO MUTIS,6,917,856,1773,51.7202,48.2798
01,53,COLEGIO MARIA AUXILIADORA NORTE,9,878,1471,2349,37.3776,62.6224
01,54,SALON COMUNAL SAN CRISTOBAL NORTE,4,531,376,907,58.5447,41.4553
01,55,SALON COMUNAL VILLA NIDIA,3,380,219,599,63.4391,36.5609
01,56,COLEGIO AGUSTIN FERNANDEZ SEDE D,1,54,36,90,60.0,40.0
01,57,ESCUELA COLOMBIANA DE REHABILITACION,10,695,2094,2789,24.9193,75.0807
01,58,UNIVERSIDAD DE AMERICA SEDE POSGRADOS,10,525,2569,3094,16.9683,83.0317
01,59,COLEGIO USAQUEN SEDE B,19,1769,4018,5787,30.5685,69.4315
01,60,COLEGIO ANGLO COLOMBIANO,12,1154,2387,3541,32.5897,67.4103
01,61,THE ENGLISH SCHOOL,1,70,81,151,46.3576,53.6424
01,62,UNISANITAS 170,4,462,560,1022,45.2055,54.7945
02,01,CHICO NORTE,42,1179,3891,5070,23.2544,76.7456
02,02,CHICO RESERVADO,28,593,3302,3895,15.2246,84.7754
02,03,CHICO LICEO FRANCES LOUIS PASTEUR,24,692,5475,6167,11.221,88.779
02,04,ANTIGUO COUNTRY PLAZOLETA CARULLA,22,866,4257,5123,16.9042,83.0958
02,05,UNIVERSIDAD EAN,22,977,4561,5538,17.6417,82.3583
02,06,UNIVERSIDAD SERGIO ARBOLEDA,14,1062,2159,3221,32.9711,67.0289
02,07,UNIVERSIDAD PEDAGOGICA NACIONAL,17,1665,2137,3802,43.7927,56.2073
02,08,GRANADA COLEGIO SIMON RODRIGUEZ SEDE B,6,617,504,1121,55.0401,44.9599
02,09,SENA CALLE 65,11,988,1171,2159,45.7619,54.2381
02,10,UNIVERSIDAD KONRAD LORENZ,16,1369,2064,3433,39.8777,60.1223
02,11,SENA CALLE 52,16,1628,1776,3404,47.8261,52.1739
02,12,UNIVERSIDAD PILOTO,12,1139,1243,2382,47.817,52.183
02,13,COL CAMPESTRE MONTEVERDE SAN LUIS SD A,14,2242,873,3115,71.9743,28.0257
02,14,COLEGIO SIMON RODRIGUEZ SEDE A,12,1132,1320,2452,46.1664,53.8336
02,15,UNIVERSIDAD DISTRITAL,16,2090,1485,3575,58.4615,41.5385
02,16,CENTRO COMERCIAL DE LA 93,3,102,713,815,12.5153,87.4847
02,17,MUSEO DEL CHICO,6,170,1474,1644,10.3406,89.6594
02,18,SALON COMUNAL PARAISO EL TROPIHUECO,2,366,145,511,71.6243,28.3757
02,19,COLEGIO SAN MARTIN DE PORRES SEDE B,2,299,103,402,74.3781,25.6219
02,20,BETHLEMITAS-CALLE 65,15,1795,2112,3907,45.9432,54.0568
02,21,U. SANTO TOMAS CLAUSTRO,12,1763,1370,3133,56.2719,43.7281
02,22,EL AQUINATE U. SANTO TOMAS,6,896,738,1634,54.8348,45.1652
02,23,COLEGIO NUEVO GIMNASIO,5,288,780,1068,26.9663,73.0337
02,24,UNIVERSIDAD CATOLICA,8,1276,875,2151,59.3212,40.6788
02,25,UNIVERSIDAD DE LA SALLE,13,1897,1655,3552,53.4065,46.5935
02,26,COLEGIO LICEO DE CERVANTES EL RETIRO,11,370,2799,3169,11.6756,88.3244
02,27,COLEGIO DEL ROSARIO DE SANTO DOMINGO,3,214,660,874,24.4851,75.5149
02,28,PARQUEADERO CHICO CALLE 90,4,178,956,1134,15.6966,84.3034
02,29,UNIVERSIDAD AREA ANDINA,3,362,277,639,56.651,43.349
02,30,CHICO 97,8,319,1676,1995,15.99,84.01
02,31,UNIVERSIDAD JAVERIANA,9,1229,865,2094,58.6915,41.3085
02,32,CENTRO FELICIDAD CHAPINERO,7,526,1545,2071,25.3984,74.6016
02,33,SALON COMUNAL SAN ISIDRO,1,136,87,223,60.9865,39.0135
02,35,COLEGIO CAMPESTRE MONTEVERDE SEDE B,1,113,61,174,64.9425,35.0575
02,36,COLEGIO SAN MARTIN DE PORRES SEDE A,1,172,89,261,65.9004,34.0996
02,37,COMPENSAR CALLE 94,5,287,1187,1474,19.4708,80.5292
03,01,CAMILO TORRES,20,2554,1569,4123,61.9452,38.0548
03,02,LA PERSEVERANCIA,11,1592,555,2147,74.15,25.85
03,03,POLICARPA SALAVARRIETA,6,689,415,1104,62.4094,37.5906
03,04,PALACIO SAN FRANCISCO,17,1884,1091,2975,63.3277,36.6723
03,05,FACULTAD DE ARTES - ASAB,9,774,587,1361,56.8699,43.1301
03,06,LOS LACHES,20,3211,852,4063,79.0303,20.9697
03,07,CENTRO ORIENTE,9,1210,543,1753,69.0245,30.9755
03,08,SAN BERNARDO,10,1085,752,1837,59.0637,40.9363
03,09,LAS CRUCES,18,2388,1112,3500,68.2286,31.7714
03,10,GIRARDOT,14,2181,602,2783,78.3687,21.6313
03,11,EL CONSUELO,13,2210,833,3043,72.6257,27.3743
03,12,MEDICINA LEGAL,8,824,472,1296,63.5802,36.4198
03,13,LAS AGUAS,8,928,566,1494,62.1151,37.8849
03,14,LAS NIEVES,13,1339,1124,2463,54.3646,45.6354
03,15,EL VERJON,1,25,27,52,48.0769,51.9231
03,16,EL GRAN SAN,7,789,586,1375,57.3818,42.6182
03,17,COLEGIO RAMON JIMENO,1,112,26,138,81.1594,18.8406
03,18,COLEGIO LA GIRALDA,10,1941,606,2547,76.2073,23.7927
03,19,UNIVERSIDAD JORGE TADEO LOZANO,10,1645,711,2356,69.8217,30.1783
03,20,UNIVERSIDAD INCCA DE COLOMBIA,3,325,160,485,67.0103,32.9897
03,21,CENTRO COMERCIAL SAN MARTIN,10,1621,1004,2625,61.7524,38.2476
03,22,UNIV ANTONIO NARIÑO SANTA FE,4,616,342,958,64.3006,35.6994
03,23,UNIVERSIDAD CENTRAL,10,1557,837,2394,65.0376,34.9624
03,24,COLEGIO LOS PINOS I.E.D. SEDE A,1,235,39,274,85.7664,14.2336
04,01,LAS BRISAS,11,1514,474,1988,76.1569,23.8431
04,02,SANTA ANA SUR,15,1776,1134,2910,61.0309,38.9691
04,03,SAN CRISTOBAL SUR,29,4493,1878,6371,70.5227,29.4773
04,04,LAS MERCEDES,19,2953,1359,4312,68.4833,31.5167
04,05,SAN BLAS,33,5296,2320,7616,69.5378,30.4622
04,06,PRIMERA DE MAYO,17,2462,1612,4074,60.432,39.568
04,07,SOSIEGO,12,1437,1159,2596,55.3544,44.6456
04,08,JUAN DEL RIZZO,27,3403,2219,5622,60.5301,39.4699
04,09,MONTEBELLO,26,3890,2214,6104,63.7287,36.2713
04,10,RAMAJAL,9,1468,536,2004,73.2535,26.7465
04,11,BELLO HORIZONTE,22,3523,1451,4974,70.8283,29.1717
04,12,SAN ISIDRO,26,3901,2451,6352,61.4137,38.5863
04,13,PARQUEADERO GUACAMAYAS,14,2195,931,3126,70.2175,29.7825
04,14,SAN MARTIN DE LOBA SUR,23,4025,1519,5544,72.601,27.399
04,15,BELLAVISTA SAN CRISTOBAL,14,2361,953,3314,71.2432,28.7568
04,16,CDC LA VICTORIA,40,6094,2965,9059,67.2701,32.7299
04,17,ALTAMIRA,20,3488,1264,4752,73.4007,26.5993
04,18,EL QUINDIO,7,1224,412,1636,74.8166,25.1834
04,19,REPUBLICA DEL CANADA,7,1147,507,1654,69.347,30.653
04,20,LA GLORIA,15,2469,1085,3554,69.471,30.529
04,21,JUAN REY,17,2878,865,3743,76.8902,23.1098
04,22,VILLA DE LOS ALPES,21,3237,1971,5208,62.1544,37.8456
04,23,LOS LIBERTADORES,17,2750,1075,3825,71.8954,28.1046
04,24,SAN PEDRO SUR ORIENTAL,11,1595,903,2498,63.8511,36.1489
04,25,VILLA DEL CERRO,9,1497,799,2296,65.2003,34.7997
04,26,CANADA GUIRA,3,475,236,711,66.8073,33.1927
04,27,ARBOLEDA SUR,12,1399,1322,2721,51.4149,48.5851
04,28,20 DE JULIO SEDE A,19,2989,1422,4411,67.7624,32.2376
04,29,COLISEO DEPORTIVO PRIMERA DE MAYO,12,1830,1119,2949,62.0549,37.9451
04,30,SAN GERONIMO,2,365,168,533,68.4803,31.5197
04,31,SURAMERICA,5,797,349,1146,69.5462,30.4538
04,32,SAN VICENTE COLSUBSIDIO,9,1855,608,2463,75.3147,24.6853
04,33,GUACAMAYAS II,11,2005,505,2510,79.8805,20.1195
04,34,ESCUELA LA VICTORIA B,10,1841,699,2540,72.4803,27.5197
04,35,JUANA ESCOBAR SEDE A,5,1050,297,1347,77.951,22.049
04,36,ROMA COLSUBSIDIO,3,515,112,627,82.1372,17.8628
04,37,LA GLORIA- ESCUELA ALTAMIRA,18,3596,993,4589,78.3613,21.6387
04,38,RAMAJAL AMAPOLAS,3,545,139,684,79.6784,20.3216
04,39,EL RODEO SEDE B LA GLORIA,5,945,239,1184,79.8142,20.1858
04,40,EL PORTAL,19,3280,1233,4513,72.6789,27.3211
04,41,LA CASTAÑA,3,502,133,635,79.0551,20.9449
04,42,SALON COMUNAL ATENAS,6,1024,364,1388,73.7752,26.2248
04,43,ASOCIACION NAL DE UNION CAMPESINA ACNU,9,1518,891,2409,63.0137,36.9863
04,44,LA BELLEZA,6,1055,311,1366,77.2328,22.7672
04,45,AGUAS CLARAS,4,646,192,838,77.0883,22.9117
04,46,SALON COMUNAL LA ROCA,5,884,315,1199,73.7281,26.2719
04,47,LAS MERCEDES II,6,1090,505,1595,68.3386,31.6614
04,48,MONTEBELLO SEDE B,7,1228,493,1721,71.3539,28.6461
04,49,EL RODEO SEDE A,4,808,267,1075,75.1628,24.8372
04,50,MORALBA,1,206,106,312,66.0256,33.9744
04,51,NUEVA DELHI,5,945,293,1238,76.3328,23.6672
04,52,TOMAS RUEDA VARGAS SEDE B,6,1107,378,1485,74.5455,25.4545
04,53,ENTRE NUBES SEDE A,4,660,163,823,80.1944,19.8056
04,54,SALON COMUNAL SAN ISIDRO II SECTOR,6,1009,526,1535,65.7329,34.2671
04,55,COLEGIO LA VICTORIA SEDE A,9,1485,460,1945,76.3496,23.6504
04,56,COLEGIO ATENAS IED,2,178,144,322,55.2795,44.7205
04,57,COLEGIO RAFAEL NUÑEZ IED SEDE B,3,424,347,771,54.9935,45.0065
04,58,IED GLORIA VALENCIA DE CASTAÑO,2,294,107,401,73.3167,26.6833
05,01,USME,24,3537,1504,5041,70.1646,29.8354
05,02,EL DESTINO,4,367,168,535,68.5981,31.4019
05,03,MONTEBLANCO,17,2789,900,3689,75.6031,24.3969
05,04,SANTA MARTA,19,3147,1140,4287,73.408,26.592
05,05,SANTA LIBRADA,35,5004,2542,7546,66.3133,33.6867
05,06,ALMIRANTE PADILLA,30,4775,2450,7225,66.09,33.91
05,07,USMINIA,16,2658,1131,3789,70.1504,29.8496
05,08,MARICHUELA,24,3918,1924,5842,67.0661,32.9339
05,09,LA AURORA,35,5708,2665,8373,68.1715,31.8285
05,10,CHUNIZA,19,2943,1519,4462,65.957,34.043
05,11,LA FLORA,10,1738,502,2240,77.5893,22.4107
05,12,EL HATO,4,317,92,409,77.5061,22.4939
05,13,LOS COMUNEROS,18,2945,1233,4178,70.4883,29.5117
05,14,EL VIRREY,23,3797,1690,5487,69.1999,30.8001
05,15,EL DANUBIO AZUL,17,2514,1401,3915,64.2146,35.7854
05,16,JUAN JOSE RONDON,8,1433,346,1779,80.5509,19.4491
05,17,LA FORTALEZA,15,2276,899,3175,71.685,28.315
05,18,EL BOSQUE,17,2717,1158,3875,70.1161,29.8839
05,19,VILLA HERMOSA,18,3025,1426,4451,67.9623,32.0377
05,20,VALLES DE CAFAM,15,2817,1019,3836,73.4359,26.5641
05,21,LA FISCALA,19,3221,1249,4470,72.0582,27.9418
05,22,PORTAL USME,24,4284,1604,5888,72.7582,27.2418
05,23,BRASILIA,14,2720,793,3513,77.4267,22.5733
05,24,EL CORTIJO USME,8,1483,393,1876,79.0512,20.9488
05,25,TENERIFE,9,1712,505,2217,77.2215,22.7785
05,26,GRAN YOMASA,17,3265,890,4155,78.58,21.42
05,27,CABAÑAS,6,1021,378,1399,72.9807,27.0193
05,28,LOS TEJARES,6,1029,259,1288,79.8913,20.1087
05,29,COLEGIO FERNANDO GONZALEZ OCHOA,9,1835,482,2317,79.1972,20.8028
05,30,ALFONSO LOPEZ,17,2984,796,3780,78.9418,21.0582
05,31,LA ALBORADA,9,1608,538,2146,74.9301,25.0699
05,32,UVAL - PUERTA AL LLANO,13,2274,724,2998,75.8506,24.1494
05,33,VILLA ALEMANIA,9,1776,411,2187,81.2071,18.7929
05,34,USME - CENTRO,8,1503,450,1953,76.9585,23.0415
05,35,BRAZUELOS,8,1554,428,1982,78.4057,21.5943
05,36,CDC JULIO CESAR SANCHEZ,12,2316,852,3168,73.1061,26.8939
05,37,VIA AL LLANO,3,417,102,519,80.3468,19.6532
05,38,NUSADAL,6,1095,235,1330,82.3308,17.6692
05,39,JARDIN INFANTIL LA FORTALEZA DEL OSO,6,1066,510,1576,67.6396,32.3604
05,41,BOLONIA,6,1048,309,1357,77.2292,22.7708
05,42,COLEGIO JOSE EUSTASIO RIVERA,8,1408,513,1921,73.2952,26.7048
05,43,COLEGIO ANDRES ESCOBAR,5,892,406,1298,68.7211,31.2789
05,44,CENTRO COMERCIAL ALTAVISTA,21,4142,1352,5494,75.3913,24.6087
05,45,SANTA LIBRADA 2,3,539,230,769,70.091,29.909
05,46,MIRAVALLE,2,438,183,621,70.5314,29.4686
05,47,NUEVO PORVENIR,2,288,102,390,73.8462,26.1538
05,48,SALON COMUNAL ALFONSO LOPEZ 1 y 2,4,755,240,995,75.8794,24.1206
05,49,SALON COMUNAL LOS COMUNEROS,4,635,262,897,70.7915,29.2085
05,50,S. COMUNAL URBANIZACION NUEVA COSTARICA,2,439,187,626,70.1278,29.8722
05,51,SALON COMUNAL CENTRAL SANTAMARTA,2,284,80,364,78.022,21.978
05,52,COLEGIO JUAN LUIS LONDOÑO - IED,1,178,37,215,82.7907,17.2093
05,53,COLEGIO ISIDRO MOLINA,2,225,97,322,69.8758,30.1242
06,01,TUNJUELITO A,22,2666,1760,4426,60.235,39.765
06,02,"FATIMA ""A""",21,2807,1980,4787,58.638,41.362
06,03,ABRAHAM LINCOLN,9,1080,817,1897,56.932,43.068
06,04,SAN CARLOS,17,2263,1618,3881,58.3097,41.6903
06,05,SAN BENITO,20,2491,2062,4553,54.7112,45.2888
06,06,"EL TUNAL ""A""",24,2948,2276,5224,56.4319,43.5681
06,07,"EL CARMEN SUR ""A""",18,2367,1460,3827,61.85,38.15
06,08,SAN VICENTE FERRER,20,2874,1847,4721,60.8769,39.1231
06,09,VENECIA A,27,3265,3061,6326,51.6124,48.3876
06,10,"NUEVO MUZU ""A""",8,963,1026,1989,48.4163,51.5837
06,11,ISLA DEL SOL,13,1739,1178,2917,59.616,40.384
06,12,VENECIA B,8,992,669,1661,59.7231,40.2769
06,13,TUNJUELITO B,4,546,279,825,66.1818,33.8182
06,14,"EL TUNAL ""B""",19,2967,1813,4780,62.0711,37.9289
06,15,"EL CARMEN SUR ""B""",4,592,401,993,59.6173,40.3827
06,16,"FATIMA ""B""",9,1428,903,2331,61.2613,38.7387
06,17,"NUEVO MUZO ""B""",4,708,392,1100,64.3636,35.6364
06,18,JARDIN INFANTIL ISLA DEL SOL,4,635,382,1017,62.4385,37.5615
06,19,LICEO SANTA BERNARDITA,5,710,635,1345,52.7881,47.2119
06,20,COLEGIO COOPERATIVO VENECIA,11,1631,1155,2786,58.5427,41.4573
06,21,COOPERATIVO NUEVO MUZU,4,683,424,1107,61.6983,38.3017
06,22,LICEO CAMPESTRE CAFAM,1,68,35,103,66.0194,33.9806
06,23,NUESTRA SEÑORA LAS VICTORIAS,2,257,146,403,63.7717,36.2283
06,24,SANTA CECILIA DE TUNJUELITO,6,1038,698,1736,59.7926,40.2074
06,25,CASA DE JUSTICIA DE TUNJUELITO,7,989,315,1304,75.8436,24.1564
06,26,PORFIRIO BARBA JACOB,3,484,141,625,77.44,22.56
06,27,SAN BENITO ABAD,2,337,172,509,66.2083,33.7917
06,28,CIUDAD BOGOTA SEDE B,8,1517,840,2357,64.3615,35.6385
06,29,PARROQUIAL SAN CARLOS,14,2144,1286,3430,62.5073,37.4927
06,30,JARDIN INFANTIL CARMEN SUR,6,1046,695,1741,60.0804,39.9196
06,31,INSTITUTO TECNICO PILOTO SEDE C,8,1354,918,2272,59.5951,40.4049
06,32,SALON COMUNAL ISLA DEL SOL,3,484,311,795,60.8805,39.1195
